"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Louisa","Louisa","2673","441","385","15","41","0.164983164983165",2020-10-02
"Lucas","Lucas","1682","159","96","6","57","0.0945303210463734",2020-10-02
"Lyon","Lyon","2000","396","186","4","206","0.198",2020-10-02
"Madison","Madison","3608","254","186","2","66","0.0703991130820399",2020-10-02
"Mahaska","Mahaska","5051","444","313","20","111","0.0879033854682241",2020-10-02
"Marion","Marion","7162","786","726","9","51","0.109745881038816",2020-10-02
"Marshall","Marshall","11490","1814","1670","35","109","0.157876414273281",2020-10-02
"Mills","Mills","3799","209","142","1","66","0.0550144774940774",2020-10-02
"Mitchell","Mitchell","2861","200","134","0","66","0.0699056274030059",2020-10-02
"Monona","Monona","1964","171","110","1","60","0.0870672097759674",2020-10-02
"Monroe","Monroe","1413","164","111","11","42","0.116065109695683",2020-10-02
"Montgomery","Montgomery","1993","105","92","5","8","0.0526843953838435",2020-10-02
"Muscatine","Muscatine","9849","1146","952","56","138","0.116356990557417",2020-10-02
"O'Brien","O'Brien","3160","428","226","9","193","0.135443037974684",2020-10-02
"Osceola","Osceola","1120","182","102","0","80","0.1625",2020-10-02
"Page","Page","2923","218","156","0","62","0.074580910023948",2020-10-02
"Palo Alto","Palo Alto","2241","224","126","0","98","0.0999553770638108",2020-10-02
"Pending Investigation","Pending Investigation","3187","19","1","0","18","0.00596171948540948",2020-10-02
"Plymouth","Plymouth","6879","1222","825","21","376","0.177642099142317",2020-10-02
"Pocahontas","Pocahontas","1814","174","136","2","36","0.0959206174200661",2020-10-02
"Polk","Polk","135016","16308","13799","266","2243","0.120785684659596",2020-10-02
"Pottawattamie","Pottawattamie","21994","2271","1794","40","437","0.103255433299991",2020-10-02
"Poweshiek","Poweshiek","3865","332","231","9","92","0.0858990944372574",2020-10-02
"Ringgold","Ringgold","1208","53","46","2","5","0.0438741721854305",2020-10-02
"Sac","Sac","2782","281","127","0","154","0.101006470165349",2020-10-02
"Scott","Scott","38379","3198","2348","29","821","0.0833268193543344",2020-10-02
"Shelby","Shelby","2476","279","249","1","29","0.112681744749596",2020-10-02
"Sioux","Sioux","8059","1796","978","4","814","0.22285643380072",2020-10-02
"Story","Story","30470","3526","2824","17","685","0.11572038070233",2020-10-02
"Tama","Tama","4588","769","663","32","74","0.167611159546643",2020-10-02
"Taylor","Taylor","1275","157","115","1","41","0.123137254901961",2020-10-02
"Union","Union","3181","149","93","3","53","0.0468406161584407",2020-10-02
"Van Buren","Van Buren","1232","122","109","1","12","0.099025974025974",2020-10-02
"Wapello","Wapello","8475","1364","1245","57","62","0.16094395280236",2020-10-02
"Warren","Warren","12969","989","836","6","147","0.0762587709152595",2020-10-02
"Washington","Washington","5290","501","370","11","120","0.0947069943289225",2020-10-02
"Wayne","Wayne","1126","89","77","3","9","0.0790408525754885",2020-10-02
"Webster","Webster","12358","1379","1123","14","242","0.111587635539731",2020-10-02
"Winnebago","Winnebago","3078","334","198","14","122","0.108512020792723",2020-10-02
"Winneshiek","Winneshiek","4396","346","256","8","82","0.0787079162875341",2020-10-02
"Woodbury","Woodbury","32324","5768","4277","69","1422","0.178443261972528",2020-10-02
"Worth","Worth","1727","113","85","0","28","0.0654313839027215",2020-10-02
"Wright","Wright","4610","607","536","1","70","0.131670281995662",2020-10-02
"Total","Totals","809262","90528","70383","1366","18779","0.111864884301994",2020-10-02
