"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Jefferson","Jefferson","3140","176","130","1","45","0.0560509554140127",2020-10-13
"Johnson","Johnson","42922","5493","4839","30","624","0.127976329155212",2020-10-13
"Jones","Jones","4416","360","230","3","127","0.0815217391304348",2020-10-13
"Keokuk","Keokuk","1885","131","88","1","42","0.0694960212201591",2020-10-13
"Kossuth","Kossuth","3937","378","214","0","164","0.096012192024384",2020-10-13
"Lee","Lee","7643","778","568","9","201","0.101792489860003",2020-10-13
"Linn","Linn","56671","4699","3568","121","1010","0.0829171886855711",2020-10-13
"Louisa","Louisa","2853","469","397","15","57","0.164388363126533",2020-10-13
"Lucas","Lucas","1824","170","122","6","42","0.0932017543859649",2020-10-13
"Lyon","Lyon","2280","477","226","5","246","0.209210526315789",2020-10-13
"Madison","Madison","3899","312","205","2","105","0.0800205180815594",2020-10-13
"Mahaska","Mahaska","5494","532","353","21","158","0.0968329086275937",2020-10-13
"Marion","Marion","7652","876","795","9","72","0.114479874542603",2020-10-13
"Marshall","Marshall","12084","1873","1719","36","118","0.154998344918901",2020-10-13
"Mills","Mills","4169","292","153","1","138","0.0700407771647877",2020-10-13
"Mitchell","Mitchell","2995","210","173","0","37","0.0701168614357262",2020-10-13
"Monona","Monona","2092","204","132","1","71","0.0975143403441683",2020-10-13
"Monroe","Monroe","1541","194","129","11","54","0.125892277741726",2020-10-13
"Montgomery","Montgomery","2134","139","105","5","29","0.0651358950328022",2020-10-13
"Muscatine","Muscatine","10617","1232","1001","57","174","0.116040312706037",2020-10-13
"O'Brien","O'Brien","3414","524","275","9","240","0.153485647334505",2020-10-13
"Osceola","Osceola","1212","214","119","0","95","0.176567656765677",2020-10-13
"Page","Page","3152","295","229","0","66","0.0935913705583756",2020-10-13
"Palo Alto","Palo Alto","2395","262","153","1","108","0.109394572025052",2020-10-13
"Pending Investigation","Pending Investigation","4432","11","0","0","11","0.00248194945848375",2020-10-13
"Plymouth","Plymouth","7435","1383","950","24","409","0.186012104909213",2020-10-13
"Pocahontas","Pocahontas","1925","191","151","2","38","0.0992207792207792",2020-10-13
"Polk","Polk","142868","17242","14772","277","2193","0.120684827953076",2020-10-13
"Pottawattamie","Pottawattamie","23897","2670","2001","43","626","0.111729505795707",2020-10-13
"Poweshiek","Poweshiek","4250","392","286","11","95","0.0922352941176471",2020-10-13
"Ringgold","Ringgold","1280","68","53","2","13","0.053125",2020-10-13
"Sac","Sac","2998","337","175","1","161","0.112408272181454",2020-10-13
"Scott","Scott","41521","3627","2596","30","1001","0.087353387442499",2020-10-13
"Shelby","Shelby","2638","312","278","1","33","0.118271417740713",2020-10-13
"Sioux","Sioux","8785","2117","1190","9","918","0.240978941377348",2020-10-13
"Story","Story","31716","3725","3191","17","517","0.117448606381637",2020-10-13
"Tama","Tama","4860","857","707","35","115","0.176337448559671",2020-10-13
"Taylor","Taylor","1416","201","146","1","54","0.141949152542373",2020-10-13
"Union","Union","3471","190","126","3","61","0.0547392682224143",2020-10-13
"Van Buren","Van Buren","1314","143","115","2","26","0.10882800608828",2020-10-13
"Wapello","Wapello","8942","1435","1326","60","49","0.160478640125252",2020-10-13
"Warren","Warren","13823","1065","912","6","147","0.077045503870361",2020-10-13
"Washington","Washington","5784","562","413","11","138","0.09716459197787",2020-10-13
"Wayne","Wayne","1226","106","92","3","11","0.0864600326264274",2020-10-13
"Webster","Webster","13202","1563","1245","14","304","0.118391152855628",2020-10-13
"Winnebago","Winnebago","3268","368","258","16","94","0.112607099143207",2020-10-13
"Winneshiek","Winneshiek","4729","392","294","9","89","0.0828927891731867",2020-10-13
"Woodbury","Woodbury","34764","6417","4687","81","1649","0.184587504314808",2020-10-13
"Worth","Worth","1841","119","100","0","19","0.064638783269962",2020-10-13
"Wright","Wright","4809","662","560","1","101","0.137658556872531",2020-10-13
"Total","Totals","867390","100562","78027","1481","21054","0.1159363146912",2020-10-13
