"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Plymouth","Plymouth","7797","1546","1091","26","429","0.198281390278312",2020-10-21
"Pocahontas","Pocahontas","2004","211","156","2","53","0.105289421157685",2020-10-21
"Polk","Polk","149030","18102","15447","283","2372","0.121465476749648",2020-10-21
"Pottawattamie","Pottawattamie","25640","3001","2212","44","745","0.11704368174727",2020-10-21
"Poweshiek","Poweshiek","4591","431","312","11","108","0.0938793291221956",2020-10-21
"Ringgold","Ringgold","1354","82","62","2","18","0.0605612998522895",2020-10-21
"Sac","Sac","3149","371","246","4","121","0.117815179422039",2020-10-21
"Scott","Scott","44086","4107","2909","37","1161","0.0931588259311346",2020-10-21
"Shelby","Shelby","2808","351","306","1","44","0.125",2020-10-21
"Sioux","Sioux","9238","2304","1530","14","760","0.249404633037454",2020-10-21
"Story","Story","32783","3876","3377","18","481","0.118232010493243",2020-10-21
"Tama","Tama","5067","907","707","37","163","0.17900138148806",2020-10-21
"Taylor","Taylor","1482","225","152","2","71","0.151821862348178",2020-10-21
"Union","Union","3679","216","186","4","26","0.0587116064147866",2020-10-21
"Van Buren","Van Buren","1402","162","108","2","52","0.115549215406562",2020-10-21
"Wapello","Wapello","9292","1478","1372","62","44","0.159061558329746",2020-10-21
"Warren","Warren","14542","1161","949","6","206","0.0798377114564709",2020-10-21
"Washington","Washington","6078","613","449","11","153","0.100855544587035",2020-10-21
"Wayne","Wayne","1309","112","94","3","15","0.0855614973262032",2020-10-21
"Webster","Webster","13788","1728","1248","14","466","0.12532637075718",2020-10-21
"Winnebago","Winnebago","3467","447","290","17","140","0.128929910585521",2020-10-21
"Winneshiek","Winneshiek","5067","448","352","9","87","0.0884152358397474",2020-10-21
"Woodbury","Woodbury","36333","6853","5265","92","1496","0.188616409324856",2020-10-21
"Worth","Worth","1909","130","104","0","26","0.0680984808800419",2020-10-21
"Wright","Wright","4961","695","575","1","119","0.140092723241282",2020-10-21
"Total","Totals","910774","109313","84604","1576","23133","0.120022091100536",2020-10-21
